feature,F,p,eta2,mean_pos,mean_neg,n_pos,n_neg,p_adj,sig
smile_iqr,0.5272747611932531,0.4699282263344878,0.006714542976268194,0.14928897929616808,0.11900155473052956,19,61,0.8071103924489378,False
gaze_up_iqr,0.52377738329257,0.47139976772799286,0.006670302941947058,0.027857327882788635,0.03191213775426145,19,61,0.8071103924489378,False
jaw_open_skew,0.5221696847785658,0.4720787348732576,0.00664996505922821,3.2065176210905375,2.806172333779882,19,61,0.8071103924489378,False
blink_iqr,0.5198818756073291,0.4730476816259377,0.006621022130814354,0.14309358910510409,0.13116344797318097,19,61,0.8071103924489378,False
yaw_p10,0.5118918025289957,0.47645733556931996,0.006519926991652317,-5.8326802339993025,-4.8753032733793145,19,61,0.8071103924489378,False
hand_present_p90,0.5046722113502934,0.4795730516741291,0.006428562748362477,0.15789473684210525,0.09836065573770492,19,61,0.8071103924489378,False
jaw_open_segstd,0.4982464640905094,0.4823745704870605,0.006347230499198938,0.006549017746382584,0.0075672401484107536,19,61,0.8071103924489378,False
gaze_up_p90,0.47814182425605856,0.4913182474769641,0.006092675146753715,0.0724730347528269,0.08134346843132227,19,61,0.8139336495377415,False
cheek_squint_skew,0.47484506319500797,0.49281138936855445,0.006050920684362229,3.364148149364873,4.898261540248746,19,61,0.8139336495377415,False
yaw_dynstd,0.4443508623542118,0.5069969215579884,0.005664536164419439,0.8180349767208099,0.7649534075963692,19,61,0.829767554575263,False
frown_p10,0.4404111078645266,0.5088808830793605,0.005614594590266881,7.097605170033899e-05,9.93486385350803e-05,19,61,0.829767554575263,False
smile_kurt,0.42366971462961506,0.5170245159893814,0.0054023194294691495,55.05727139899605,39.58364721595264,19,61,0.8372668063112408,False
roll_kurt,0.41762549287504125,0.5200211804823722,0.005325658488766485,2.2748570944133557,2.8885919187889724,19,61,0.8372668063112408,False
gaze_up_dyn,0.3606983414358972,0.5498597968730365,0.004603051645408369,0.008354592712988149,0.00916701502960598,19,61,0.8733533163484783,False
eye_wide_dynstd,0.3539841383233655,0.5535885719669443,0.004517755443021978,0.0038113791440416997,0.004401413063503382,19,61,0.8733533163484783,False
jaw_open_p10,0.3495269516563776,0.5560904905539299,0.004461123956396634,0.0013131201474032264,0.001700466479170928,19,61,0.8733533163484783,False
yaw_dyn,0.3423191889082074,0.5601823932499099,0.004369530956605539,0.5766556521779612,0.5391679381737944,19,61,0.8733533163484783,False
expresividad_dynstd,0.33419572128085595,0.5648641980401424,0.004266281388398337,0.00964329992175881,0.009259149241337477,19,61,0.8733533163484783,False
smile_skew,0.3269162261678565,0.569124684905294,0.004173740546913527,4.81382553357827,4.178966729062014,19,61,0.8733533163484783,False
blink_kurt,0.31879384500799574,0.5739535952705896,0.004070464180524599,3.872199246757909,4.370119587319796,19,61,0.8733533163484783,False
gaze_down_kurt,0.3125513881882337,0.5777204225111088,0.003991076559860053,0.7062876851935136,0.9879798693735091,19,61,0.8733533163484783,False
hand_present_iqr,0.30875000000000014,0.5800385677109233,0.003942726706785641,0.0,0.01639344262295082,19,61,0.8733533163484783,False
gaze_out_dynstd,0.30552039422570426,0.5820227828060535,0.003901645665434329,0.03469974694675515,0.03619002016474962,19,61,0.8733533163484783,False
smile_p90,0.2999029910238079,0.5855069422602096,0.003830183430216872,0.29209828728466836,0.25510757644498555,19,61,0.8733533163484783,False
hand_present_std,0.29842171702902137,0.586432772147865,0.0038113375785213057,0.14137004845236475,0.12489048110657049,19,61,0.8733533163484783,False
gaze_up_dynstd,0.2969353828599369,0.5873647746057674,0.0037924266308504598,0.015706479598424885,0.016947989596328723,19,61,0.8733533163484783,False
yaw_mean,0.2924500382868451,0.5901957958136201,0.003735354279292956,0.4045724555065757,1.0405280432495914,19,61,0.8733533163484783,False
roll_p10,0.2823139638848278,0.5966984500693255,0.003606356909877139,-7.718790995447259,-8.598320010255595,19,61,0.8779011679180881,False
gaze_down_iqr,0.2698551076674983,0.6049000085921484,0.003447752743329909,0.21762458352666147,0.20832582099027322,19,61,0.8818018037030192,False
blink_skew,0.2678554222320008,0.6062387400458257,0.0034222915753472504,1.7970550624947799,1.8761719582510776,19,61,0.8818018037030192,False
gaze_out_median,0.2554231913325075,0.6147072330905088,0.0032639679260056793,0.1311618430834067,0.13698798149335578,19,61,0.889068088537685,False
smile_p10,0.24732330061932134,0.6203651769366872,0.0031607892792591425,0.003415350404266989,0.00505070654281684,19,61,0.8910826764260508,False
gaze_out_mean,0.24214785944248812,0.6240412440496989,0.003094851893349001,0.1577753691296828,0.16330339197741175,19,61,0.8910826764260508,False
gaze_out_act,0.23866526765750695,0.6265425068620669,0.0030504772396234355,0.24763724323259156,0.26786295199660237,19,61,0.8910826764260508,False
brow_inner_up_iqr,0.22496989645946874,0.6366040853673793,0.0028759345865807784,0.08156264820871383,0.09031448520903212,19,61,0.9003903085859066,False
body_motion_dyn,0.21469829831850828,0.6443999229033716,0.0027449865944585926,0.028228638742707243,0.025650569092726568,19,61,0.9064086827651819,False
roll_skew,0.20056212468174972,0.6555088911734968,0.0025647146162706175,-0.026592061707848003,0.0845485598948158,19,61,0.9144295930172724,False
gaze_up_mean,0.19466824834193078,0.6602799641826639,0.002489533528343352,0.03767455913322533,0.04025312523800326,19,61,0.9144295930172724,False
eye_wide_act,0.19400987646177334,0.6608182605788883,0.002481134766822784,4.320281002023158e-05,8.288557373057049e-05,19,61,0.9144295930172724,False
yaw_median,0.18928163865733813,0.6647166039705799,0.0024208131177375614,0.4037028337387662,0.9392564058548114,19,61,0.9148787667552066,False
body_motion_std,0.17738557906808614,0.674788045830829,0.0022690139578622716,0.12098029398016234,0.08249348940969,19,61,0.9227728791666817,False
body_motion_dynstd,0.17407515216386088,0.6776613331380319,0.0022267631798013375,0.14950653435172218,0.09591648330698242,19,61,0.9227728791666817,False
yaw_iqr,0.16500167106040364,0.6857050247933274,0.0021109405428630973,6.4178135269566585,6.048156863353292,19,61,0.9242272653958095,False
gaze_out_segstd,0.16472986791148433,0.6859499235359523,0.002107470571315958,0.013332624917435879,0.014189515255662505,19,61,0.9242272653958095,False
blink_std,0.15905263125215513,0.6911199655915137,0.002034986682893311,0.14617984290969996,0.14215671625293666,19,61,0.9263178596409817,False
gaze_out_p90,0.15409203106664246,0.69572581152739,0.001971643800882364,0.2877136390460165,0.2960383882288073,19,61,0.9276344153698534,False
gaze_down_act,0.1452143798272699,0.7041872518701766,0.001858263247208617,0.7093325395310965,0.6869746772241592,19,61,0.9315043785990237,False
yaw_std,0.14344834034853926,0.7059056619070726,0.0018357052753003543,5.241372089636953,5.020817494783246,19,61,0.9315043785990237,False
hand_present_dyn,0.13581856997136652,0.7134721993754778,0.0017382369885808463,0.006844614414914817,0.009076590694632097,19,61,0.9366609386672939,False
body_motion_mean,0.12146311502494278,0.728391954018754,0.0015547982613446775,0.046481590619996925,0.04428638114792397,19,61,0.9491582367169501,False
yaw_p90,0.11619755777419268,0.7341121791445039,0.0014874963375969984,6.66783352902061,7.1600397541874745,19,61,0.9491582367169501,False
body_motion_p90,0.1161953808595454,0.734114573710766,0.0014874685114018725,0.0841704169778447,0.0800167086121977,19,61,0.9491582367169501,False
frown_slope,0.10222836258568362,0.7500265534690257,0.0013089045566164117,0.00016609651540515176,0.0002767242572145504,19,61,0.9592502781369927,False
gaze_down_skew,0.10058014972510339,0.7519818818834888,0.0012878284582814013,0.7863755669248732,0.7305927660133018,19,61,0.9592502781369927,False
brow_inner_up_std,0.09959306793624086,0.7531613511934981,0.0012752059777009184,0.09593180022937682,0.10022170485959186,19,61,0.9592502781369927,False
body_motion_iqr,0.08797397092267858,0.767557163181579,0.0011266007612828546,0.03222777302327904,0.030727771614662894,19,61,0.9687781032914782,False
gaze_down_dyn,0.08567198334413807,0.7705303995630658,0.0010971536924522195,0.055964577845052633,0.0545057291012318,19,61,0.9687781032914782,False
